Launch Date,Recalls Number,Make,Recalls Model Information,Concern,Defect,Remedy,Vehicle Numbers,Manufacturer Ref,Model,VIN Start,VIN End,Build Start,Build End,groupe,Date,Groupe,Valeur action
2010-07-26,R/2010/067,suzuki,Jimny  & Grand Vitara ,LOSS OF STEERING    ASSISTANCE.,Steering assistance may be lost because the power steering tensioner pulley material is not to specification. The pulley may fail and cause a loss of drive to the hydraulic pump.,Recall the vehicles that are likely to be affected  to inspect and where necessary replace the power steering tensioner pulley.,5425,,JIMNY,JSAFJB43V00300011,JSAFJB43V00213672,,,Suzuki Motor Corporation,2010-07-26,Suzuki Motor Corporation,0.03316299666595177
2010-07-26,R/2010/067,suzuki,Jimny  & Grand Vitara ,LOSS OF STEERING    ASSISTANCE.,Steering assistance may be lost because the power steering tensioner pulley material is not to specification. The pulley may fail and cause a loss of drive to the hydraulic pump.,Recall the vehicles that are likely to be affected  to inspect and where necessary replace the power steering tensioner pulley.,5425,,GRAND VITARA,JSAHTX92V00209650,JSAHTX92V00209812,,,Suzuki Motor Corporation,2010-07-26,Suzuki Motor Corporation,0.03316299666595177
2010-07-26,R/2010/067,suzuki,Jimny  & Grand Vitara ,LOSS OF STEERING    ASSISTANCE.,Steering assistance may be lost because the power steering tensioner pulley material is not to specification. The pulley may fail and cause a loss of drive to the hydraulic pump.,Recall the vehicles that are likely to be affected  to inspect and where necessary replace the power steering tensioner pulley.,5425,,GRAND VITARA,JSAJTA74V00100056,JSAJTA74V00200237,,,Suzuki Motor Corporation,2010-07-26,Suzuki Motor Corporation,0.03316299666595177
2010-08-03,R/2010/026,peugeot,308,SEAT MAY COLLAPSE WITHOUT WARNING,It has been identified that the front seats may collapse without warning. due to an electrical control box software issue. ,Recalled vehicles will have the seat electrical control box replaced.,532,YUF,308,VF3******55000353,VF3******as003251,16/11/2006,19/10/2009,Peugeot S.A.,2010-08-03,Peugeot S.A.,0.029977301481425092
2010-08-10,R/2010/138,fiat,Scudo Van,BRAKING EFFICIENCY MAY BE AFFECTED,The threaded portion of the brake linkage rod in the brake control system may not be to conformity. This could result in a reduction of braking efficiency.,Recall affected vehicles to check rod and replace if found not to meet conformity.,251,5479,SCUDO,ZFA27000064275612,ZFA27000064281504,01/02/2010,30/06/2010,Fiat Chrysler Automobiles,2010-08-10,Fiat Chrysler Automobiles,0.006758252763581392
2010-08-10,R/2010/154,rolls royce,Phantom,POSSIBLE REDUCTION IN BRAKE SERVO ASSISTANCE,It is possible that engine oil can enter the brake servo  via the brake vacuum pump and vacuum hose. If this occurs  it could damage the brake servo membrane  which may leak  so causing a reduction in braking assistance and a requirement to apply increased pedal force to achieve the same braking efficiency.,Recall all affected vehicles for the fitment of a modified servo hose. In addition  the checking of the brake servo for contamination and replacement if required.,689,,PHANTOM,,,01/01/2003,30/11/2009,BMW,2010-08-10,BMW,0.011793831474147587
2010-08-11,R/2010/170,toyota,LEXUS IS220d  IS250  GS300  RX300.,BRAKE MASTER CYLINDER MAY FAIL.,If the incorrect brake fluid is used in the brake system  it is possible that the rear seal can become dry and curl in its recess  due to the operation of the piston. This can result in a brake fluid leak  which will  when the fluid reaches a low level   illuminate the brake fluid low warning light on the dash.,Recall all affected vehicles and replace the rear seal with an improved one.,15445,,LEXUS IS220d,JTHBB262#02000003,JTHBB262#02000572,28/09/2004,09/12/2005,Toyota Motor Corporation,2010-08-11,Toyota Motor Corporation,0.013586765540787638
2010-08-11,R/2010/169,toyota,Lexus GS300,ENGINE MAY STALL OR WILL NOT RESTART.,Due to the inflexibility of the material of the fuel pump wiring harness  it is possible that as a result of internal movement of the fuel suction plate the connector terminal may fail. This could cause stalling of the vehicle or impossible to restart.,Recall all affected vehicles and replace the fuel pump wiring harness.,2077,,LEXUS GS300,JTHBH96S#05000014,JTHBH96S#05035648,28/09/2004,28/02/2006,Toyota Motor Corporation,2010-08-11,Toyota Motor Corporation,0.013586765540787638
2010-08-11,R/2010/170,toyota,LEXUS IS220d  IS250  GS300  RX300.,BRAKE MASTER CYLINDER MAY FAIL.,If the incorrect brake fluid is used in the brake system  it is possible that the rear seal can become dry and curl in its recess  due to the operation of the piston. This can result in a brake fluid leak  which will  when the fluid reaches a low level   illuminate the brake fluid low warning light on the dash.,Recall all affected vehicles and replace the rear seal with an improved one.,15445,,LEXUS IS250,JTHBK262#02000011,JTHBK262#02005732,28/09/2004,09/12/2005,Toyota Motor Corporation,2010-08-11,Toyota Motor Corporation,0.013586765540787638
2010-08-11,R/2010/170,toyota,LEXUS IS220d  IS250  GS300  RX300.,BRAKE MASTER CYLINDER MAY FAIL.,If the incorrect brake fluid is used in the brake system  it is possible that the rear seal can become dry and curl in its recess  due to the operation of the piston. This can result in a brake fluid leak  which will  when the fluid reaches a low level   illuminate the brake fluid low warning light on the dash.,Recall all affected vehicles and replace the rear seal with an improved one.,15445,,LEXUS GS300,JTHBH96S#05000014,JTHBH96S#05029303,28/09/2004,09/12/2005,Toyota Motor Corporation,2010-08-11,Toyota Motor Corporation,0.013586765540787638
2010-08-11,R/2010/170,toyota,LEXUS IS220d  IS250  GS300  RX300.,BRAKE MASTER CYLINDER MAY FAIL.,If the incorrect brake fluid is used in the brake system  it is possible that the rear seal can become dry and curl in its recess  due to the operation of the piston. This can result in a brake fluid leak  which will  when the fluid reaches a low level   illuminate the brake fluid low warning light on the dash.,Recall all affected vehicles and replace the rear seal with an improved one.,15445,,LEXUS RX300,JTJHF31U#00001020,JTJHF31U#00034409,10/02/2003,22/11/2005,Toyota Motor Corporation,2010-08-11,Toyota Motor Corporation,0.013586765540787638
2010-08-11,R/2010/170,toyota,LEXUS IS220d  IS250  GS300  RX300.,BRAKE MASTER CYLINDER MAY FAIL.,If the incorrect brake fluid is used in the brake system  it is possible that the rear seal can become dry and curl in its recess  due to the operation of the piston. This can result in a brake fluid leak  which will  when the fluid reaches a low level   illuminate the brake fluid low warning light on the dash.,Recall all affected vehicles and replace the rear seal with an improved one.,15445,,LEXUS IS250,JTHBK262#05000019,JTHBK262#05007448,28/09/2004,09/12/2005,Toyota Motor Corporation,2010-08-11,Toyota Motor Corporation,0.013586765540787638
2010-08-11,R/2010/197,bmw,X5 3.0 si,ELECTRIC FUEL PUMP MAY FAIL,Due to a manufacturing defect which causes premature wear of the fuel pump commutator  it is possible that the engine might cut out whilst driving. ,Recall the vehicles that are likely to be affected to replace the fuel pump.,4,0016670100,X5,,,01/02/2008,31/08/2008,BMW,2010-08-11,BMW,0.0017376692614879743
2010-08-11,R/2010/170,toyota,LEXUS IS220d  IS250  GS300  RX300.,BRAKE MASTER CYLINDER MAY FAIL.,If the incorrect brake fluid is used in the brake system  it is possible that the rear seal can become dry and curl in its recess  due to the operation of the piston. This can result in a brake fluid leak  which will  when the fluid reaches a low level   illuminate the brake fluid low warning light on the dash.,Recall all affected vehicles and replace the rear seal with an improved one.,15445,,LEXUS RX300,JTJHF31U#02000001,JTJHF31U#02014509,10/02/2003,22/11/2005,Toyota Motor Corporation,2010-08-11,Toyota Motor Corporation,0.013586765540787638
2010-08-16,R/2010/108,toyota,Land Cruiser 100 (Amazon),LOSS OF STEERING CONTROL,If the vehicle is subject to unusually severe impacts to the front wheel  it is possible that the fixing component on the steering shaft can become disengaged. If this occurs and the steering is repeatedly placed on full lock  it is possible that over time the steering shaft could become disconnected  so resulting in loss of directional control.,Recall affected vehicles to check shaft and relace fixing component with a new design. If the shaft is found to be damaged  this will be relaced also.,353,,LANDCRUISER,JTEHT05J#02030163,JTEHT05J#02103570,31/07/2002,26/09/2006,Toyota Motor Corporation,2010-08-16,Toyota Motor Corporation,0.006781748980606244
2010-08-16,R/2010/078,toyota,Yaris,IF DEPLOYED THE AIRBAG MAY ENDANGER PASSENGER,The combustion rate of the airbag propellant may be too fast causing excessive internal pressure in the inflator during airbag deployment. In an extreme case  the inflator casing may rupture leading to a scattering of metal fragments.,Recall the vehicles that are likely to be affected to replace the front passenger airbag assembly.,14,,YARIS,,,29/05/2001,30/05/2001,Toyota Motor Corporation,2010-08-16,Toyota Motor Corporation,0.006781748980606244
2010-08-18,R/2010/082,mitsubishi,L200,TOP SUSPENSION BALL JOINT MAY BECOME DETACHED,It has been established that is it possible  due to misalignment of components  that the ball joint mounting bolts may not have been torqued to the correct specification.  If the vehicle is used in extreme circumstances  this can cause the bolts to loosen and ultimately  cause the ball joint to detach.,Recall affected vehicles to check the torque of the bolts and if required  replace the top suspension arm.,29750,,L200,,,,,Renault SA,2010-08-18,Renault SA,0.010802536778737081
2010-08-18,R/2010/080,mitsubishi,Outlander GS45X  Lancer Saloon  Lancer Sports Back and Lancer Evolution X,CLUTCH MAY FAIL,The fixing clip for the clutch master cylinder pipe has insufficient clamping force to retain the pipe on the cylinder. This can result in detachment of the pipe and subsequent loss of clutch operation.,Recall affected vehicles and replace fixing clip with modified  stronger  version.,9903,R3017710,OUTLANDER,,,,,Renault SA,2010-08-18,Renault SA,0.010802536778737081
2010-08-18,R/2010/080,mitsubishi,Outlander GS45X  Lancer Saloon  Lancer Sports Back and Lancer Evolution X,CLUTCH MAY FAIL,The fixing clip for the clutch master cylinder pipe has insufficient clamping force to retain the pipe on the cylinder. This can result in detachment of the pipe and subsequent loss of clutch operation.,Recall affected vehicles and replace fixing clip with modified  stronger  version.,9903,R3017710,LANCER,,,,,Renault SA,2010-08-18,Renault SA,0.010802536778737081
2010-08-18,R/2010/079,mitsubishi,Outlander GS45X and Lancer,SHORT CIRCUIT MAY OCCUR,It is possible for the engine wiring harness to chaff on a security bracket. If this is allowed to continue  this could result in a short circuit in the starter motor circuit  which can cause the starter to operate whilst the vehicle is being driven. This will cause the starter to overheat and possibly cause a fire.,Recall the affected vehicles to inspect and insulate the wiring if required.,9369,,OUTLANDER,,,,,Renault SA,2010-08-18,Renault SA,0.010802536778737081
